,Date,Open,Close,High,Low,Volume
0,2017-08-17,4261.48,4285.08,4485.39,4200.74,795.150377
1,2017-08-18,4285.08,4108.37,4371.52,3938.77,1199.888264
2,2017-08-19,4108.37,4139.98,4184.69,3850,381.309763
3,2017-08-20,4120.98,4086.29,4211.08,4032.62,467.083022
4,2017-08-21,4069.13,4016,4119.62,3911.79,691.74306
5,2017-08-22,4016,4040,4104.82,3400,966.684858
6,2017-08-23,4040,4114.01,4265.8,4013.89,1001.136565
7,2017-08-24,4147,4316.01,4371.68,4085.01,787.418753
8,2017-08-25,4316.01,4280.68,4453.91,4247.48,573.61274
9,2017-08-26,4280.71,4337.44,4367,4212.41,228.108068
10,2017-08-27,4332.51,4310.01,4400,4285.54,350.692585
11,2017-08-28,4310.01,4386.69,4399.82,4124.54,603.841616
12,2017-08-29,4353.65,4587.48,4625.85,4313.55,603.545028
13,2017-08-30,4564.52,4555.14,4647.51,4416.01,808.468771
14,2017-08-31,4555.14,4724.89,4745.42,4555.14,556.956802
15,2017-09-01,4689.89,4834.91,4885.55,4654.88,560.666366
16,2017-09-02,4796.16,4472.14,4939.19,4286.87,929.148595
17,2017-09-03,4508.5,4509.08,4714.76,4298.33,691.216198
18,2017-09-04,4505,4100.11,4527.49,3972.51,1394.644614
19,2017-09-05,4106.97,4366.47,4484.99,3603,1228.938157
20,2017-09-06,4366.49,4619.77,4662.87,4335.26,807.363726
21,2017-09-07,4619.77,4691.61,4788.59,4438.19,500.429975
22,2017-09-08,4691.66,4282.8,4735.39,4028.93,1132.255046
23,2017-09-09,4282.8,4258.81,4426.62,4150.06,658.782952
24,2017-09-10,4258.81,4130.37,4283,3801,660.373275
25,2017-09-11,4153.62,4208.47,4334.43,4098.91,699.989065
26,2017-09-12,4208.6,4163.72,4394.59,4040.8,879.630319
27,2017-09-13,4159.72,3944.69,4165.38,3760,913.462545
28,2017-09-14,3944,3189.02,3993,3165.13,1665.021543
29,2017-09-15,3188.01,3700,3856,2817,1968.866492
30,2017-09-16,3674.01,3714.95,3950,3470.66,1297.563953
31,2017-09-17,3685.23,3699.99,3748.21,3499.02,682.17121
32,2017-09-18,3690,4035.01,4123.2,3690,1030.006455
33,2017-09-19,4060,3910.04,4089.97,3830.91,902.332129
34,2017-09-20,3910.04,3900,4046.08,3820,720.935076
35,2017-09-21,3889.99,3609.99,3910,3567,1001.654084
36,2017-09-22,3592.84,3595.87,3750,3505.55,838.966425
37,2017-09-23,3595.88,3780,3817.19,3542.91,752.792791
38,2017-09-24,3779.54,3660.02,3789.99,3622.76,661.63639
39,2017-09-25,3660.02,3920.75,3979.87,3653.69,727.994713
40,2017-09-26,3928,3882.35,3976.99,3850.05,526.727987
41,2017-09-27,3882.36,4193,4249.94,3872.81,628.170966
42,2017-09-28,4192.11,4174.5,4300,4101,849.785325
43,2017-09-29,4178.98,4174.69,4263.86,3952.01,1602.309565
44,2017-09-30,4175,4378.51,4380,4138.1,720.353183
45,2017-10-01,4378.49,4378.48,4406.52,4240.04,726.963685
46,2017-10-02,4400,4380,4561.63,4360,655.756974
47,2017-10-03,4380,4310,4467.33,4180.8,1082.323563
48,2017-10-04,4314.9,4208.59,4373,4142,868.465101
49,2017-10-05,4208.59,4292.43,4355,4110,779.138638
50,2017-10-06,4318.99,4369,4417,4292,506.529176
51,2017-10-07,4369,4423,4479.5,4312.56,297.5975
52,2017-10-08,4425,4640,4658,4425,518.462004
53,2017-10-09,4640,4786.95,4889.98,4550,646.463145
54,2017-10-10,4786.95,4783.06,4960,4680.59,1043.221773
55,2017-10-11,4783.06,4821.43,4881.61,4710,753.429396
56,2017-10-12,4821.43,5430,5439.99,4810.16,1276.701482
57,2017-10-13,5439.99,5649.98,5846.17,5379.84,1879.82762
58,2017-10-14,5650,5869.99,5900,5580.01,970.759046
59,2017-10-15,5855.03,5709.99,5922.3,5400.01,1343.523375
60,2017-10-16,5710,5760.02,5788.91,5585.19,1528.996462
61,2017-10-17,5760,5595,5774.98,5508.63,1429.869376
62,2017-10-18,5595,5512.06,5596,5037.95,2317.804373
63,2017-10-19,5513,5683.9,5710,5490.26,1881.722107
64,2017-10-20,5683.31,6010.01,6110,5600,1972.97722
65,2017-10-21,6013.72,6024.97,6171,5850.03,1664.307693
66,2017-10-22,6003.27,5950.02,6060,5720.03,1362.092216
67,2017-10-23,5975,5915.93,6080,5621.03,1812.557715
68,2017-10-24,5909.47,5477.03,5925,5450,2580.418767
69,2017-10-25,5506.92,5689.99,5704.96,5286.98,2282.813205
70,2017-10-26,5670.1,5861.77,5939.99,5650,1972.965882
71,2017-10-27,5861.77,5768.83,5980,5649.24,1403.706416
72,2017-10-28,5768.79,5719.64,5850.02,5630.03,1276.754412
73,2017-10-29,5709.98,6169.98,6189.88,5648.01,1804.778173
74,2017-10-30,6133.01,6120.5,6248.68,6030,1473.687043
75,2017-10-31,6120.52,6463,6498.01,6100,1511.774925
76,2017-11-01,6463,6753.98,6774.67,6338.02,1675.615188
77,2017-11-02,6753.98,7019.98,7300,6685.1,2503.610803
78,2017-11-03,7010.31,7115.04,7346.34,6923,1891.497592
79,2017-11-04,7115.02,7357.09,7480.99,6901,1399.191767
80,2017-11-05,7357.27,7345.01,7590.25,7279.02,1207.83233
81,2017-11-06,7345.1,6960.12,7401,6906,1763.019261
82,2017-11-07,6981.72,7064.04,7198.49,6901,1440.259494
83,2017-11-08,7070,7303,7770.02,6651,2822.298802
84,2017-11-09,7303.01,7079.99,7392,7015,1913.398308
85,2017-11-10,7079,6506.98,7279.91,6255.01,3254.704105
86,2017-11-11,6503,6245.05,6797.98,6100,2754.156861
87,2017-11-12,6245.05,5811.03,6630,5325.01,4968.483069
88,2017-11-13,5839.94,6465.99,6697.47,5699.99,2621.243039
89,2017-11-14,6465.99,6574.99,6684.98,6311.07,1254.292531
90,2017-11-15,6575.99,7240.06,7298,6575.99,1779.605845
91,2017-11-16,7240.14,7864.5,7940,7076,2331.95675
92,2017-11-17,7876.98,7699.19,7989,7451,3982.395925
93,2017-11-18,7680.01,7761.94,7819.99,7422,3954.266477
94,2017-11-19,7761.94,8038,8123.15,7650.33,3867.340444
95,2017-11-20,8057.11,8212,8319.99,7954,3886.634348
96,2017-11-21,8212.49,8119.51,8400,7801,4544.474016
97,2017-11-22,8091.09,8205.92,8322.68,8091.09,3545.00571
98,2017-11-23,8233.03,8019.99,8260,8000,4093.952687
99,2017-11-24,8019.97,8138,8369,7850,4411.789112
100,2017-11-25,8138.99,8700.01,8734.78,8090,4292.623682
101,2017-11-26,8700.04,9128.02,9350,8604.72,4147.380237
102,2017-11-27,9128,9650,9654.28,9112.04,4521.625707
103,2017-11-28,9650,9896.8,9939,9570.5,4917.210985
104,2017-11-29,9896.79,9687.88,11300.03,8520,13352.538715
105,2017-11-30,9687.88,9838.96,10900,8850.8,9389.574329
106,2017-12-01,9837,10782.99,10898,9380,6134.923633
107,2017-12-02,10775.04,10890.01,11190,10620,4765.439757
108,2017-12-03,10902.69,11165.41,11825,10500,5346.636524
109,2017-12-04,11165.41,11579,11600,10802,4663.424562
110,2017-12-05,11571.03,11699.99,11853,11447.68,5550.732055
111,2017-12-06,11699.99,13550.05,13615.23,11665.58,6707.946319
112,2017-12-07,13541.01,16599,16649.96,13050,7487.065695
113,2017-12-08,16599,15880,17204.99,14015,17589.013136
114,2017-12-09,15880.01,14656.07,16269.3,12535,13918.758687
115,2017-12-10,14664.01,14899.98,15720.12,12368,16553.037173
116,2017-12-11,14946.26,16587.97,17470,14901.08,11820.401762
117,2017-12-12,16587.97,16349.99,16976.45,15875,9436.802411
118,2017-12-13,16349.99,16033.29,16546,14666.56,12416.328801
119,2017-12-14,16030.34,16334.98,16445,15450,11616.867151
120,2017-12-15,16334.98,17539.83,17991,16298.45,9181.273947
121,2017-12-16,17516.81,19102.66,19539,17190.01,4202.628709
122,2017-12-17,19120.19,18860.02,19798.68,18510,9177.183434
123,2017-12-18,18860.04,18856.25,19300,17029.98,10624.633071
124,2017-12-19,18856.25,17295.2,18950,16300,13210.74822
125,2017-12-20,17295.2,16488.98,17720.35,14777.66,13450.496693
126,2017-12-21,16480.52,15492.64,17309.5,14022,20324.2173
127,2017-12-22,15514.03,13326.61,15699.34,10961,36076.271175
128,2017-12-23,13326.61,13300,14950,12978.18,13141.538875
129,2017-12-24,13300,13500,13819.99,11640,28557.534988
130,2017-12-25,13500,13699.34,14300,12708,15748.207607
131,2017-12-26,13699.34,15689.01,16050,13533,15034.668104
132,2017-12-27,15709.98,15459.99,16498.05,14200.15,14959.864723
133,2017-12-28,15459.97,14182.11,15539.99,13150,21717.858014
134,2017-12-29,14199.14,14378.9,14981,13850,18072.008116
135,2017-12-30,14378.99,12440.01,14398.85,11750,19221.158039
136,2017-12-31,12345.1,13716.36,14050.11,12149.98,11768.989718
137,2018-01-01,13715.65,13380,13818.55,12750,8609.915844
138,2018-01-02,13382.16,14675.11,15473.49,12890.02,20078.092111
139,2018-01-03,14690,14919.51,15307.56,14150,15905.667639
140,2018-01-04,14919.51,15059.54,15280,13918.04,21329.649574
141,2018-01-05,15059.56,16960.39,17176.24,14600,23251.491125
142,2018-01-06,16960.39,17069.79,17143.13,16011.21,18571.457508
143,2018-01-07,17069.79,16150.03,17099.96,15610,12493.125558
144,2018-01-08,16218.85,14902.54,16322.3,12812,26600.609912
145,2018-01-09,14902.54,14400,15500,14011.05,14315.004253
146,2018-01-10,14401,14907.09,14955.66,13131.31,17411.001655
147,2018-01-11,14940,13238.78,14968.68,11400,33554.723751
148,2018-01-12,13238.76,13740.01,14109.78,12500,16417.162137
149,2018-01-13,13749.95,14210,14580,13706.15,12221.508528
150,2018-01-14,14210,13474.99,14339.5,12569.2,17017.894329
151,2018-01-15,13477.98,13539.93,14249.99,13147.79,14652.094705
152,2018-01-16,13500,10900,13542.93,9035,63401.169175
153,2018-01-17,10899.99,10988.79,11680.99,9037.94,72331.796646
154,2018-01-18,10972.59,10961.97,11878.82,10435.33,48464.434937
155,2018-01-19,10960,11474.98,11795,10360,34129.375421
156,2018-01-20,11474.98,12799.94,13099,11412.45,28768.857827
157,2018-01-21,12799.8,11530,12799.8,10965,41379.773426
158,2018-01-22,11530,10760.05,11926.35,9900.24,43752.606791
159,2018-01-23,10760.05,10799.18,11399,9905,37473.922552
160,2018-01-24,10799.14,11349.99,11570.48,10500,27158.587762
161,2018-01-25,11349.96,11175.27,11794.05,10950.21,20839.954183
162,2018-01-26,11184.7,11089,11643,10311.15,33056.87196
163,2018-01-27,11089,11491,11650,10842.69,18860.768345
164,2018-01-28,11499.98,11879.95,12244,11408,16887.339524
165,2018-01-29,11879.95,11251,11975.02,11139.55,14170.377538
166,2018-01-30,11250.11,10237.51,11308.42,9900,25554.372946
167,2018-01-31,10230,10285.1,10425.85,9700,18015.956805
168,2018-02-01,10285.1,9224.52,10335,8750.99,33564.764311
169,2018-02-02,9224.52,8873.03,9250,8010.02,49971.626975
170,2018-02-03,8873.03,9199.96,9473.01,8229,28725.000735
171,2018-02-04,9199.96,8184.81,9368,7930,32014.308449
172,2018-02-05,8179.99,6939.99,8382.8,6625,63403.182579
173,2018-02-06,6939.63,7652.14,7878,6000.01,100201.500307
174,2018-02-07,7655.02,7599,8476,7150.01,60778.460497
175,2018-02-08,7599,7784.02,7844,7572.09,1521.537318
176,2018-02-09,7789.9,8683.92,8738,7789.9,20482.910825
177,2018-02-10,8683.93,8533.98,9065.78,8120,49381.512653
178,2018-02-11,8533.99,8063.88,8549,7726.53,45025.187952
179,2018-02-12,8063.82,8903,8989,8053,41987.85049
180,2018-02-13,8903,8539.9,8950,8351,35454.972956
181,2018-02-14,8535.17,9449.99,9489.6,8533,40811.952867
182,2018-02-15,9449.98,10000.09,10219.5,9301.5,52427.596715
183,2018-02-16,10000.89,10159.98,10323.37,9666,38161.205974
184,2018-02-17,10156.07,11039.55,11075.07,10050,41882.108407
185,2018-02-18,11039.55,10383.43,11274,10080,61137.380728
186,2018-02-19,10375.01,11153,11250,10270.33,40831.417131
187,2018-02-20,11147.11,11200.99,11786.01,11100.59,48153.354288
188,2018-02-21,11195.07,10437.6,11304.03,10200,68113.818754
189,2018-02-22,10439.02,9811.04,10933.44,9679,67060.166483
190,2018-02-23,9815.55,10131.04,10435,9570.19,57202.70237
191,2018-02-24,10131.04,9694.51,10496.97,9352,40888.156299
192,2018-02-25,9694.51,9590,9847,9274.8,28373.517586
193,2018-02-26,9590,10324,10444.32,9350,34878.292756
194,2018-02-27,10321,10569.04,10870,10121,30705.385123
195,2018-02-28,10584.33,10326.76,11098,10300,30800.983782
196,2018-03-01,10325.64,10920,11060.41,10240,25092.55393
197,2018-03-02,10923.36,11039,11200,10770,23910.71009
198,2018-03-03,11038.99,11464.48,11544,11015.01,21287.15328
199,2018-03-04,11464.47,11515,11565,11050.02,17295.918653
200,2018-03-05,11515,11454,11710,11415.01,15144.231063
201,2018-03-06,11455,10716.48,11455,10555.48,29515.572363
202,2018-03-07,10716.48,9910,10899,9389.31,50647.67108
203,2018-03-08,9910,9271.64,10099,9060,41109.473226
204,2018-03-09,9267.07,9227,9410,8329,64112.291407
205,2018-03-10,9230,8770.22,9490,8667.07,37180.012857
206,2018-03-11,8770.22,9533.57,9740,8450,44325.973386
207,2018-03-12,9533.57,9131.34,9888.88,8780,42230.77793
208,2018-03-13,9131.34,9150,9474,8823,40191.409358
209,2018-03-14,9151.92,8170,9333.78,7900.28,49708.094108
210,2018-03-15,8184.01,8240.98,8430,7650,52291.022277
211,2018-03-16,8240.98,8260,8611.64,7900,38815.409893
212,2018-03-17,8260,7824.8,8348.62,7721.99,33110.206329
213,2018-03-18,7824.01,8189.99,8317.4,7322,59488.231711
214,2018-03-19,8189,8600,8705.23,8088.4,55297.084942
215,2018-03-20,8595.01,8909.98,9050,8280,44865.105835
216,2018-03-21,8909.96,8885,9177.01,8750.6,39972.405371
217,2018-03-22,8884.82,8722.9,9100,8465.1,40617.556809
218,2018-03-23,8720,8898.03,8909,8269,39991.007666
219,2018-03-24,8898.04,8546.86,8999.95,8491,35466.609572
220,2018-03-25,8531.25,8470.15,8669.85,8365.77,29001.769316
221,2018-03-26,8470.14,8134.23,8514.89,7831,44033.59566
222,2018-03-27,8134.22,7795.51,8215.94,7730,37427.64805
223,2018-03-28,7795.51,7949.3,8109,7728,26401.33167
224,2018-03-29,7949.3,7090.14,7975,6941.11,54620.915125
225,2018-03-30,7090.16,6840.23,7292.43,6600.1,65306.031976
226,2018-03-31,6840.24,6923.91,7223.36,6777,36868.539087
227,2018-04-01,6922,6813.01,7049.98,6430,44071.430463
228,2018-04-02,6813.01,7056,7125,6765,32123.560072
229,2018-04-03,7063.97,7405.21,7520,7011.01,37787.331811
230,2018-04-04,7405.21,6796.1,7427.52,6707,42227.183804
231,2018-04-05,6796.1,6770.76,6902,6566.69,39029.73146
232,2018-04-06,6770,6601.39,6850,6500,27455.01192
233,2018-04-07,6601.39,6895.8,7070,6586.28,32269.578267
234,2018-04-08,6895.81,7018,7109.13,6880,21427.673165
235,2018-04-09,7011.04,6782.72,7185,6611,34078.297206
236,2018-04-10,6781.55,6843.9,6890,6656,22326.728095
237,2018-04-11,6839.56,6953.79,6990,6787,23997.871177
238,2018-04-12,6953.78,7923,8012.23,6743.2,64861.595987
239,2018-04-13,7922.99,7877.41,8233.39,7732,55044.523148
240,2018-04-14,7877.48,7999.01,8186,7810,31621.286357
241,2018-04-15,8004,8355,8429.54,7999.02,27946.720444
242,2018-04-16,8355.07,8064.92,8419,7867,36664.069715
243,2018-04-17,8064.92,7885.02,8173.7,7825.4,32152.603567
244,2018-04-18,7890.96,8173,8236.43,7868,26969.04457
245,2018-04-19,8173.99,8278,8296,8080,27113.847464
246,2018-04-20,8273.84,8856.98,8930,8177.09,39795.337485
247,2018-04-21,8852.12,8915.31,9035,8565,40872.229909
248,2018-04-22,8915.31,8787.02,9020.67,8727.68,29458.25348
249,2018-04-23,8785.7,8934.01,8985,8745,25838.114709
250,2018-04-24,8934,9619.99,9731.01,8922,46268.790106
251,2018-04-25,9618.96,8869.99,9759.82,8730,81110.037589
252,2018-04-26,8869.99,9266,9307.48,8651.62,43300.304245
